,Column,year,id,artist and album name,release format,label,genre,subgenre,want,have
1498,793,2015,10564259,Vesperteen - Vesperteen,EP,Not On Label (Vesperteen Self-released),Pop,Indie Pop,0,24
1499,794,2015,7576600,Liūdni Slibinai - Viskas Netrukus Baigsis,CD,"Not On Label (Liūdni Slibinai Self-released), Liūdni Slibinai","Pop, Stage & Screen",Indie Pop,3,11
1500,794,2015,7576600,Liūdni Slibinai - Viskas Netrukus Baigsis,Album,"Not On Label (Liūdni Slibinai Self-released), Liūdni Slibinai","Pop, Stage & Screen",Indie Pop,3,11
1506,797,2015,9550403,"Miserable Friend - Thawed, Flawed + Suffering",Cassette,"Not On Label (Miserable Friend Self-released), Mystery Room Mastering & Recording Co.","Rock, Pop","Indie Pop, Shoegaze, Post-Punk",2,4
1512,801,2015,8274371,Arm Candy - Arm Candy,Cassette,Not On Label,"Rock, Pop","Indie Pop, Punk",1,4
1513,801,2015,8274371,Arm Candy - Arm Candy,Album,Not On Label,"Rock, Pop","Indie Pop, Punk",1,4
1514,801,2015,8274371,Arm Candy - Arm Candy,Limited Edition,Not On Label,"Rock, Pop","Indie Pop, Punk",1,4
1517,804,2015,19106830,Züth! - Oceano,CD,Not On Label (Züth! Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
1527,811,2015,12511870,Really Big Pinecone - Really Really Big Pinecone,Cassette,Not On Label (Really Big Pinecone Self-released),"Rock, Pop","Indie Rock, Indie Pop, Art Rock",6,2
1528,811,2015,12511870,Really Big Pinecone - Really Really Big Pinecone,Mini-Album,Not On Label (Really Big Pinecone Self-released),"Rock, Pop","Indie Rock, Indie Pop, Art Rock",6,2
1562,822,2015,16706811,Camille Goossens - Let The Future Be Great,Vinyl,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1563,822,2015,16706811,Camille Goossens - Let The Future Be Great,LP,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1564,822,2015,16706811,Camille Goossens - Let The Future Be Great,Limited Edition,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1565,822,2015,16706811,Camille Goossens - Let The Future Be Great,Stereo,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1566,822,2015,16706811,Camille Goossens - Let The Future Be Great,CD,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1567,822,2015,16706811,Camille Goossens - Let The Future Be Great,Album,"Not On Label, Motor Music, Mechelen",Pop,Indie Pop,1,5
1577,827,2015,9984175,Ságan - Cada Célula,CD,"Eón, Not On Label (Ságan Self-released)","Electronic, Pop",Indie Pop,5,6
1578,827,2015,9984175,Ságan - Cada Célula,Album,"Eón, Not On Label (Ságan Self-released)","Electronic, Pop",Indie Pop,5,6
1579,827,2015,9984175,Ságan - Cada Célula,Stereo,"Eón, Not On Label (Ságan Self-released)","Electronic, Pop",Indie Pop,5,6
1589,832,2015,9057699,Madagaskar (2) - New Habits,CD,Not On Label,Pop,Indie Pop,0,2
1590,832,2015,9057699,Madagaskar (2) - New Habits,EP,Not On Label,Pop,Indie Pop,0,2
1591,832,2015,9057699,Madagaskar (2) - New Habits,Misprint,Not On Label,Pop,Indie Pop,0,2
1635,848,2015,8246019,SaToA - SaToA,CD,Not On Label,Pop,Indie Pop,6,5
1636,848,2015,8246019,SaToA - SaToA,Mini-Album,Not On Label,Pop,Indie Pop,6,5
1654,855,2015,13381683,Gala Brie - Intensos Instantes,CD,Not On Label,"Electronic, Pop",Indie Pop,1,5
1655,855,2015,13381683,Gala Brie - Intensos Instantes,Album,Not On Label,"Electronic, Pop",Indie Pop,1,5
1656,855,2015,13381683,Gala Brie - Intensos Instantes,Stereo,Not On Label,"Electronic, Pop",Indie Pop,1,5
1666,859,2015,12608009,Herissonic - Sous L'Ecorce,CD,"Not On Label (Herissonic Self-released), Le Silo, Le Mans",Pop,Indie Pop,0,1
1667,859,2015,12608009,Herissonic - Sous L'Ecorce,Mini-Album,"Not On Label (Herissonic Self-released), Le Silo, Le Mans",Pop,Indie Pop,0,1
1668,860,2015,11235788,TOMKAT (2) - Big Love,CD,Not On Label,Pop,Indie Pop,0,1
1669,860,2015,11235788,TOMKAT (2) - Big Love,EP,Not On Label,Pop,Indie Pop,0,1
1670,860,2015,11235788,TOMKAT (2) - Big Love,Stereo,Not On Label,Pop,Indie Pop,0,1
1712,875,2015,14605103,HEBE (4) - The Beginning,CD,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,10
1713,875,2015,14605103,HEBE (4) - The Beginning,Mini-Album,Not On Label,"Pop, Folk, World, & Country",Indie Pop,0,10
1723,879,2015,11022847,Borden - Collisions,CD,"Not On Label, The Fishbowl Studio di Preganziol",Pop,Indie Pop,1,1
1724,879,2015,11022847,Borden - Collisions,EP,"Not On Label, The Fishbowl Studio di Preganziol",Pop,Indie Pop,1,1
1725,879,2015,11022847,Borden - Collisions,Stereo,"Not On Label, The Fishbowl Studio di Preganziol",Pop,Indie Pop,1,1
1762,891,2015,12164430,BearMoonTree - BearMoonTree,CD,Not On Label (BearMoonTree Self-Released),Pop,Indie Pop,0,2
1763,891,2015,12164430,BearMoonTree - BearMoonTree,EP,Not On Label (BearMoonTree Self-Released),Pop,Indie Pop,0,2
1764,891,2015,12164430,BearMoonTree - BearMoonTree,Stereo,Not On Label (BearMoonTree Self-Released),Pop,Indie Pop,0,2
1794,902,2015,13803579,Beluga (8) - Búmeran,CD,Not On Label,Pop,Indie Pop,0,2
1795,902,2015,13803579,Beluga (8) - Búmeran,Album,Not On Label,Pop,Indie Pop,0,2
1796,902,2015,13803579,Beluga (8) - Búmeran,Stereo,Not On Label,Pop,Indie Pop,0,2
1797,903,2015,13179068,Matcha's Datcha - After The Burnout,CD,Not On Label,"Rock, Pop",Indie Pop,0,1
1798,903,2015,13179068,Matcha's Datcha - After The Burnout,Mini-Album,Not On Label,"Rock, Pop",Indie Pop,0,1
1823,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,CD,"Not On Label (Giles Field Self-released), Giles Field","Pop, Folk, World, & Country",Indie Pop,1,1
1824,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Album,"Not On Label (Giles Field Self-released), Giles Field","Pop, Folk, World, & Country",Indie Pop,1,1
1825,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Compilation,"Not On Label (Giles Field Self-released), Giles Field","Pop, Folk, World, & Country",Indie Pop,1,1
1841,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,CD,Not On Label,Pop,Indie Pop,1,0
1842,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,Album,Not On Label,Pop,Indie Pop,1,0
1843,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,Stereo,Not On Label,Pop,Indie Pop,1,0
1865,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,CD,"Not On Label, Schallrausch Studios, Vienna, Additiv Media","Pop, Folk, World, & Country",Indie Pop,1,4
1866,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,Album,"Not On Label, Schallrausch Studios, Vienna, Additiv Media","Pop, Folk, World, & Country",Indie Pop,1,4
1867,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,Stereo,"Not On Label, Schallrausch Studios, Vienna, Additiv Media","Pop, Folk, World, & Country",Indie Pop,1,4
1889,936,2015,10757206,Jon Norris - Bad Seasons,CD,Not On Label,Pop,Indie Pop,0,0
1890,936,2015,10757206,Jon Norris - Bad Seasons,EP,Not On Label,Pop,Indie Pop,0,0
1891,936,2015,10757206,Jon Norris - Bad Seasons,Promo,Not On Label,Pop,Indie Pop,0,0
1920,948,2015,29004316,Al Bairre - Experience The Al Bairre Show With Al Bairre Experience,CD,Not On Label,Pop,Indie Pop,7,2
1921,948,2015,29004316,Al Bairre - Experience The Al Bairre Show With Al Bairre Experience,Mini-Album,Not On Label,Pop,Indie Pop,7,2
1928,951,2015,14318679,Phoenix Club - Talk The Talk,CD,"Not On Label, Puzzle Maker Studios",Pop,Indie Pop,0,1
1929,951,2015,14318679,Phoenix Club - Talk The Talk,Single,"Not On Label, Puzzle Maker Studios",Pop,Indie Pop,0,1
1930,951,2015,14318679,Phoenix Club - Talk The Talk,Stereo,"Not On Label, Puzzle Maker Studios",Pop,Indie Pop,0,1
1968,985,2015,11333120,Teen Girl Scientist Monthly - Hyper Trophy,CD,Not On Label (Teen Girl Scientist Monthly Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,2
1969,985,2015,11333120,Teen Girl Scientist Monthly - Hyper Trophy,Album,Not On Label (Teen Girl Scientist Monthly Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,2
1970,986,2015,12256735,Claudius (7) - Get Out,CD,"Not On Label, Estudios Triana, Estudios Triana, CHT Estudios","Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",0,1
1971,986,2015,12256735,Claudius (7) - Get Out,Album,"Not On Label, Estudios Triana, Estudios Triana, CHT Estudios","Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",0,1
1972,987,2015,10306000,Juraj Hnilica - Dovoľte Mi Predstaviť Sa Vám,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,1
1973,987,2015,10306000,Juraj Hnilica - Dovoľte Mi Predstaviť Sa Vám,Album,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,1
1980,991,2015,22739594,Various - Colours Of Ostrava 2015,CD,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",0,8
1981,991,2015,22739594,Various - Colours Of Ostrava 2015,Compilation,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",0,8
2004,1004,2015,7062857,Amber Smith - Modern,CD,"Not On Label (Amber Smith Self-released), SuperSize Recording, Echo Studio, Anorganik-Mastering, Amber Smith, GM Records","Rock, Pop","Indie Rock, Indie Pop",2,15
2005,1004,2015,7062857,Amber Smith - Modern,Album,"Not On Label (Amber Smith Self-released), SuperSize Recording, Echo Studio, Anorganik-Mastering, Amber Smith, GM Records","Rock, Pop","Indie Rock, Indie Pop",2,15
2010,1007,2015,16125702,Cemetery Sun - Cemetery Sun,CD,"Not On Label (Cemetery Sun Self-released), Cemetery Sun","Rock, Pop","Indie Pop, Indie Rock",8,7
2011,1007,2015,16125702,Cemetery Sun - Cemetery Sun,EP,"Not On Label (Cemetery Sun Self-released), Cemetery Sun","Rock, Pop","Indie Pop, Indie Rock",8,7
2018,1011,2015,17319550,Left At London - Will Write Songs 4 Money,CD,Not On Label (Left At London Self-Released),"Rock, Pop, Folk, World, & Country","Indie Rock, Indie Pop",8,1
2019,1011,2015,17319550,Left At London - Will Write Songs 4 Money,EP,Not On Label (Left At London Self-Released),"Rock, Pop, Folk, World, & Country","Indie Rock, Indie Pop",8,1
2020,1012,2015,33124626,Edie Green - New Heavy,CD,Not on label,"Rock, Pop","Indie Pop, Indie Rock",0,0
2021,1012,2015,33124626,Edie Green - New Heavy,EP,Not on label,"Rock, Pop","Indie Pop, Indie Rock",0,0
2026,1015,2015,13975501,Veintiuno - Nada Parecido,CD,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",7,11
2027,1015,2015,13975501,Veintiuno - Nada Parecido,Album,Not On Label,"Rock, Pop","Indie Rock, Indie Pop",7,11
2030,1017,2015,7735387,Bern & The Brights - Heart Wide Open,CD,Not On Label (Bern & The Brights Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
2031,1017,2015,7735387,Bern & The Brights - Heart Wide Open,EP,Not On Label (Bern & The Brights Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
2045,1024,2015,8933376,Go Go Fish - If I Go Down I'm Taking You With Me,CD,"Not On Label, Incremental Records, DOMC Mastering","Rock, Pop","Indie Rock, Indie Pop",0,2
2046,1024,2015,8933376,Go Go Fish - If I Go Down I'm Taking You With Me,EP,"Not On Label, Incremental Records, DOMC Mastering","Rock, Pop","Indie Rock, Indie Pop",0,2
2065,1035,2015,7791421,The Not Fur Longs - Not Fur Songs,CD,"Gradwell House, Not On Label","Rock, Pop","Indie Pop, Indie Rock",0,1
2066,1035,2015,7791421,The Not Fur Longs - Not Fur Songs,Album,"Gradwell House, Not On Label","Rock, Pop","Indie Pop, Indie Rock",0,1
2075,1039,2015,15725545,Annen May Kantereit* - Wird Schon Irgendwie Gehen,CD,"Not On Label (AnnenMayKantereit Self-released), Optimal Media GmbH, Hansa Tonstudios","Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,12
2076,1039,2015,15725545,Annen May Kantereit* - Wird Schon Irgendwie Gehen,EP,"Not On Label (AnnenMayKantereit Self-released), Optimal Media GmbH, Hansa Tonstudios","Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,12
2081,1044,2015,9147618,Miya Folick - Strange Darling,CD,Not On Label (Miya Folick Self-released),"Rock, Pop","Indie Pop, Indie Rock",40,13
2082,1044,2015,9147618,Miya Folick - Strange Darling,EP,Not On Label (Miya Folick Self-released),"Rock, Pop","Indie Pop, Indie Rock",40,13
2087,1047,2015,9118300,Lane Steinberg - Instrumental,CD,"Not On Label, Wild Feed Studios","Rock, Pop","Indie Rock, Indie Pop",4,2
2088,1047,2015,9118300,Lane Steinberg - Instrumental,Album,"Not On Label, Wild Feed Studios","Rock, Pop","Indie Rock, Indie Pop",4,2
2129,1075,2015,15491325,Prefiero Fernández - Mineral,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,9
2130,1075,2015,15491325,Prefiero Fernández - Mineral,Album,Not On Label,"Rock, Pop","Indie Pop, Indie Rock",0,9
2174,1090,2015,7066580,Norman Franz - Daisy,CD,Not On Label,Pop,Indie Pop,0,1
2175,1090,2015,7066580,Norman Franz - Daisy,Album,Not On Label,Pop,Indie Pop,0,1
2176,1090,2015,7066580,Norman Franz - Daisy,Remastered,Not On Label,Pop,Indie Pop,0,1
2177,1090,2015,7066580,Norman Franz - Daisy,Stereo,Not On Label,Pop,Indie Pop,0,1
2178,1091,2015,19685467,Tash Sultana - Higher,CD,Not On Label,Pop,Indie Pop,18,0
2179,1091,2015,19685467,Tash Sultana - Higher,Maxi-Single,Not On Label,Pop,Indie Pop,18,0
2180,1091,2015,19685467,Tash Sultana - Higher,Stereo,Not On Label,Pop,Indie Pop,18,0
2181,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,CD,Not On Label,"Rock, Pop",Indie Pop,0,0
2182,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Mini,Not On Label,"Rock, Pop",Indie Pop,0,0
2183,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,EP,Not On Label,"Rock, Pop",Indie Pop,0,0
2184,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Stereo,Not On Label,"Rock, Pop",Indie Pop,0,0
2185,1094,2015,8377898,Stanley Michael - Never Needed Anything More,CD,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2186,1094,2015,8377898,Stanley Michael - Never Needed Anything More,CD-ROM,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2187,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Single,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2188,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Stereo,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2189,1094,2015,8377898,Stanley Michael - Never Needed Anything More,File,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2190,1094,2015,8377898,Stanley Michael - Never Needed Anything More,MP3,"Stanley M. Kaminsky, Subcat Studios, Subcat Studios, Subcat Studios, Not On Label",Pop,Indie Pop,0,0
2219,1103,2015,7574971,Lyla Foy - UMi,CD,"Not On Label (Lyla Foy Self-released), Lyla Foy, Lyla Foy",Pop,Indie Pop,6,18
2220,1103,2015,7574971,Lyla Foy - UMi,EP,"Not On Label (Lyla Foy Self-released), Lyla Foy, Lyla Foy",Pop,Indie Pop,6,18
2221,1103,2015,7574971,Lyla Foy - UMi,Limited Edition,"Not On Label (Lyla Foy Self-released), Lyla Foy, Lyla Foy",Pop,Indie Pop,6,18
2231,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Vinyl,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2232,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,"12""","Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2233,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,45 RPM,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2234,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,EP,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2235,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,CD,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2270,1117,2015,7505658,Milk Toast (3) - Home Recordings,Cassette,Not On Label,"Rock, Pop","Indie Pop, Lo-Fi",6,0
2271,1117,2015,7505658,Milk Toast (3) - Home Recordings,Limited Edition,Not On Label,"Rock, Pop","Indie Pop, Lo-Fi",6,0
2292,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,CD,Not On Label (Oliver Girdler Self-released),Pop,Indie Pop,0,0
2293,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,EP,Not On Label (Oliver Girdler Self-released),Pop,Indie Pop,0,0
2294,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Limited Edition,Not On Label (Oliver Girdler Self-released),Pop,Indie Pop,0,0
2295,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Numbered,Not On Label (Oliver Girdler Self-released),Pop,Indie Pop,0,0
2320,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Vinyl,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2321,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,"12""","Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2322,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,45 RPM,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2323,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,EP,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2324,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Repress,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2325,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,CD,"Not On Label (AnnenMayKantereit Self-released), Hansa Tonstudios","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2335,1135,2015,6867353,The Narentines - Soundphernalia,CD,Not on label,"Rock, Pop",Indie Pop,0,2
2336,1135,2015,6867353,The Narentines - Soundphernalia,Mini-Album,Not on label,"Rock, Pop",Indie Pop,0,2
2337,1135,2015,6867353,The Narentines - Soundphernalia,EP,Not on label,"Rock, Pop",Indie Pop,0,2
2338,1135,2015,6867353,The Narentines - Soundphernalia,Stereo,Not on label,"Rock, Pop",Indie Pop,0,2
2348,1138,2015,12051007,Oh Pep! - Oh Pep!,CD,Not On Label (Oh Pep! Self-released),Pop,Indie Pop,1,1
2349,1138,2015,12051007,Oh Pep! - Oh Pep!,Compilation,Not On Label (Oh Pep! Self-released),Pop,Indie Pop,1,1
2350,1138,2015,12051007,Oh Pep! - Oh Pep!,Limited Edition,Not On Label (Oh Pep! Self-released),Pop,Indie Pop,1,1
2351,1138,2015,12051007,Oh Pep! - Oh Pep!,Promo,Not On Label (Oh Pep! Self-released),Pop,Indie Pop,1,1
2367,1145,2015,12794740,Eric and Erica - The Way To Turn,CD,"Panoramic House, ExEx Audio, Monsterlab Audio, Not On Label",Pop,Indie Pop,0,2
2368,1145,2015,12794740,Eric and Erica - The Way To Turn,Album,"Panoramic House, ExEx Audio, Monsterlab Audio, Not On Label",Pop,Indie Pop,0,2
2369,1145,2015,12794740,Eric and Erica - The Way To Turn,Limited Edition,"Panoramic House, ExEx Audio, Monsterlab Audio, Not On Label",Pop,Indie Pop,0,2
2370,1145,2015,12794740,Eric and Erica - The Way To Turn,Stereo,"Panoramic House, ExEx Audio, Monsterlab Audio, Not On Label",Pop,Indie Pop,0,2
2382,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,CD,Not On Label (Flounder Warehouse Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
2383,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,EP,Not On Label (Flounder Warehouse Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
2384,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,Stereo,Not On Label (Flounder Warehouse Self-released),"Rock, Pop","Indie Rock, Indie Pop",0,1
2385,1155,2015,20202475,Samuel Bos - Bright Lights,CD,"Not On Label (Samuel Bos Self-released), Dreamland Recording Studio, Samuel Bos Home Studio","Rock, Pop","Indie Pop, Indie Rock",0,1
